"Category","Date","Related to Categories (1) (Expense Records)","Category-Select","Account","Amount","Name"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","13/11/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""d79b5be7-5f65-45f5-8a4d-7e7e96912c64""}],""has_more"":false}",4050,"nekvinder.com"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","09/11/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",666,"666 mobile recharge"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/05/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Internal Bank Transfer","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",88858,"BOB to paytm - Goego leftover"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","18/12/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Internal Bank Transfer","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",250000,"Internal Bank Transfer to HDFC"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","05/11/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""ef1abf91-0fb0-48aa-85fa-e4732326cb3d""}],""has_more"":false}",999,"home smart switch from amazon"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","05/11/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""ef1abf91-0fb0-48aa-85fa-e4732326cb3d""}],""has_more"":false}",249,"home party swiggy rominus pizza"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","06/11/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Internal Bank Transfer","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""b6a561fa-78fc-4e21-b90c-1efb1953c391""}],""has_more"":false}",1248,"Internal Bank Transfer to HDFC"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","04/12/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",884,"ACT internet oct 2022 paid"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","30/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",899,"Spotify Premium Duo -  6 months"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","30/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",250,"Galta ji visit snacks and tickets"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",3500,"Nimmi dance fee - 3 months"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/12/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",864,"bhai dooj mithai"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","31/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","24/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",1346,"diwali mithai + namkeen"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","24/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",2550,"diwali patakhe"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","25/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Office Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",15000,"AWS SAA Exam"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","24/10/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",50000,"jewellery nimmi necklace"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","24/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",105,"bread and buns"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","23/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",155,"874085528 jio recharge"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","12/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",50236,"Aditya birla sun life liquid mutual fund"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","12/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",5000,"Investment in pharma mutual fund"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","07/08/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20335,"Goldbees"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","13/09/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",19691,"Goldbees"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","02/06/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",56451,"Sovereign Gold Bonds SGB Scheme 2021-22 – Series III"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","02/12/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",37920,"Sovereign Gold Bonds SGB Scheme 2021-22 – Series III"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","12/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",8000,"pushkar trip"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","22/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",164000,"Jewellery diwali shopping"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","22/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",2600,"Hacking capitalism book"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","22/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",1300,"Google one drive storage"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","12/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",93551.28,"buy Tbills from 1 year from coin"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","12/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",45000,"Investment in tech mutual fund"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","08/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",810,"petrol saturday trip to “Mohit”"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","07/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",730,"Thekedar payment for room renovation"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","07/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",900,"Thekedar payment cash given 200 cash"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","06/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",264,"Tipsy order sabji in night from swiggy"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","06/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","House Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",2000,"Thekedar payment for room renovation"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","23/10/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",150000,"PAYTM FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","10/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",150000,"PAYTM FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","31/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/09/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/07/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",15000,"Clothes + specs + petrol 1.5k + extras"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/07/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",2200,"Toesmith shoes"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","16/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"nekvinder.com"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","31/07/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"OTG and vaccum"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/08/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","25/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",150000,"PPF BOB"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","25/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Long Term Investments","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",200000,"BOB FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Personal Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Logitech keyboard mouse"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/07/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/06/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/04/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","29/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",13000,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Office Expenses","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",179990,"Bought laptop"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Monthly Pocket Money","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",23700,"Personal"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Emergency Fund","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",100000,"Paytm FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Emergency Fund","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"Paytm FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Emergency Fund","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",30000,"Paytm FD"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","27/07/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/09/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/06/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","26/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","04/01/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/12/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",63901,"JK Trip"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","29/03/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",40000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/05/2022","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Trips And Lux","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",60000,"Inverter"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/09/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","02/09/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",20000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/08/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/07/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/06/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",10000,"MOM Investment"
"{""id"":""%23Bmk"",""type"":""relation"",""relation"":[],""has_more"":false}","01/05/2021","{""id"":""Klft"",""type"":""relation"",""relation"":[],""has_more"":false}","Mom","{""id"":""c_uv"",""type"":""relation"",""relation"":[{""id"":""57b09cf5-da06-4fa6-a0b1-b9cf86bbea97""}],""has_more"":false}",15000,"MOM Investment"